0.000000e+00 0.000000e+00 0.000000e+00
7.055887e-06 -9.884337e-04 1.102854e-10
8.882835e-06 -1.566561e-03 2.200533e-10
1.118283e-05 -2.482828e-03 4.390589e-10
1.407835e-05 -3.935010e-03 8.760324e-10
1.772359e-05 -6.236550e-03 1.747904e-09
2.231267e-05 -9.884217e-03 3.487551e-09
2.808999e-05 -1.566530e-02 6.958696e-09
3.536320e-05 -2.482752e-02 1.388426e-08
4.451964e-05 -3.934819e-02 2.770258e-08
5.604690e-05 -6.236071e-02 5.527365e-08
7.055887e-05 -9.883016e-02 1.102853e-07
8.882835e-05 -1.566229e-01 2.200460e-07
1.118283e-04 -2.481998e-01 4.390486e-07
1.407835e-04 -3.932935e-01 8.760096e-07
1.772359e-04 -6.231378e-01 1.747836e-06
2.231267e-04 -9.871371e-01 3.487279e-06
2.808999e-04 -1.563360e+00 6.957759e-06
3.536320e-04 -2.474994e+00 1.388167e-05
4.451964e-04 -3.916064e+00 2.769460e-05
5.604690e-04 -6.191419e+00 5.524886e-05
7.055887e-04 -9.778538e+00 1.102067e-04
8.882835e-04 -1.542213e+01 2.197991e-04
1.118283e-03 -2.427674e+01 4.390381e-04
1.407835e-03 -3.812021e+01 8.755487e-04
1.772359e-03 -5.966357e+01 1.744228e-03
2.231267e-03 -9.299239e+01 3.470820e-03
2.808999e-03 -1.441738e+02 6.895192e-03
3.536320e-03 -2.220460e+02 1.366304e-02
4.451964e-03 -3.391581e+02 2.696587e-02
5.604690e-03 -5.127426e+02 5.287672e-02
7.055887e-03 -7.652148e+02 1.026234e-01
8.882835e-03 -1.123395e+03 1.959332e-01
1.118283e-02 -1.614433e+03 3.643661e-01
1.407834e-02 -2.257053e+03 6.493627e-01
1.772350e-02 -3.049076e+03 1.079327e+00
2.230085e-02 -3.967798e+03 1.595153e+00
2.769662e-02 -4.971817e+03 1.919839e+00
3.224911e-02 -5.836649e+03 1.827660e+00
3.555012e-02 -6.509831e+03 1.568155e+00
3.827172e-02 -7.095687e+03 1.278952e+00
4.070147e-02 -7.633256e+03 1.004276e+00
4.296747e-02 -8.135314e+03 7.669821e-01
4.513752e-02 -8.604984e+03 5.822264e-01
4.725224e-02 -9.041475e+03 4.605244e-01
4.933834e-02 -9.442808e+03 4.081940e-01
5.141460e-02 -9.807007e+03 4.271318e-01
5.349506e-02 -1.013424e+04 5.143711e-01
5.559069e-02 -1.042627e+04 6.617132e-01
5.771044e-02 -1.068786e+04 8.556697e-01
5.986186e-02 -1.092668e+04 1.077771e+00
6.205153e-02 -1.115356e+04 1.305530e+00
6.428532e-02 -1.138171e+04 1.513993e+00
6.656860e-02 -1.162554e+04 1.678023e+00
6.890639e-02 -1.189952e+04 1.775172e+00
7.130342e-02 -1.221612e+04 1.788927e+00
7.376422e-02 -1.258287e+04 1.711959e+00
7.629319e-02 -1.300152e+04 1.548834e+00
7.889464e-02 -1.346559e+04 1.317440e+00
8.157279e-02 -1.396041e+04 1.048526e+00
8.433181e-02 -1.446379e+04 7.826760e-01
8.717586e-02 -1.494914e+04 5.646287e-01
9.010905e-02 -1.539002e+04 4.351412e-01
9.313551e-02 -1.576592e+04 4.217251e-01
9.625936e-02 -1.606941e+04 5.300855e-01
9.948472e-02 -1.630877e+04 7.388612e-01
1.028157e-01 -1.651131e+04 1.000271e+00
1.062565e-01 -1.671814e+04 1.248320e+00
1.098113e-01 -1.697614e+04 1.414436e+00
1.134842e-01 -1.732385e+04 1.447566e+00
1.172796e-01 -1.777900e+04 1.333013e+00
1.212016e-01 -1.832675e+04 1.102631e+00
1.252548e-01 -1.892381e+04 8.298714e-01
1.294434e-01 -1.950316e+04 6.076124e-01
1.337721e-01 -1.999501e+04 5.137454e-01
1.382456e-01 -2.036427e+04 5.771300e-01
1.428687e-01 -2.063062e+04 7.602934e-01
1.476465e-01 -2.085904e+04 9.711667e-01
1.525842e-01 -2.113403e+04 1.104149e+00
1.576876e-01 -2.152467e+04 1.093347e+00
1.629625e-01 -2.204971e+04 9.499701e-01
1.684154e-01 -2.265392e+04 7.584684e-01
1.740532e-01 -2.323469e+04 6.276797e-01
1.798835e-01 -2.370659e+04 6.230440e-01
1.859145e-01 -2.405305e+04 7.239995e-01
1.921553e-01 -2.434500e+04 8.399620e-01
1.986161e-01 -2.470207e+04 8.780846e-01
2.053082e-01 -2.518738e+04 8.137188e-01
2.122443e-01 -2.576241e+04 7.060579e-01
2.194386e-01 -2.632006e+04 6.427496e-01
2.269076e-01 -2.677374e+04 6.604360e-01
2.346698e-01 -2.715267e+04 7.153247e-01
2.427466e-01 -2.755997e+04 7.341525e-01
2.511629e-01 -2.807008e+04 6.933833e-01
2.599477e-01 -2.863288e+04 6.392801e-01
2.691349e-01 -2.915267e+04 6.250270e-01
2.787651e-01 -2.961170e+04 6.433517e-01
2.888867e-01 -3.009249e+04 6.448103e-01
2.995584e-01 -3.064283e+04 6.150637e-01
3.108523e-01 -3.121657e+04 5.912002e-01
3.228581e-01 -3.175634e+04 5.908096e-01
3.356898e-01 -3.231058e+04 5.841701e-01
3.494941e-01 -3.292884e+04 5.623235e-01
3.644651e-01 -3.355540e+04 5.504212e-01
3.808662e-01 -3.420458e+04 5.407508e-01
3.990665e-01 -3.491715e+04 5.228305e-01
4.196035e-01 -3.567244e+04 5.100070e-01
4.432980e-01 -3.651217e+04 4.927456e-01
4.714787e-01 -3.745407e+04 4.758281e-01
5.064561e-01 -3.855840e+04 4.555889e-01
5.526053e-01 -3.991305e+04 4.320064e-01
6.189225e-01 -4.168887e+04 4.026509e-01
7.237746e-01 -4.416567e+04 3.645514e-01
8.907068e-01 -4.749204e+04 3.183124e-01
1.119460e+00 -5.120252e+04 2.728772e-01
1.409281e+00 -5.498139e+04 2.326342e-01
1.774180e+00 -5.879733e+04 1.975229e-01
2.233560e+00 -6.264276e+04 1.670962e-01
2.811886e+00 -6.651417e+04 1.408853e-01
3.539954e+00 -7.040730e+04 1.184249e-01
4.456539e+00 -7.431790e+04 9.926855e-02
5.610450e+00 -7.824164e+04 8.299863e-02
7.063138e+00 -8.217661e+04 6.923325e-02
8.891963e+00 -8.611934e+04 5.762645e-02
1.119432e+01 -9.006380e+04 4.787004e-02
1.409281e+01 -9.400588e+04 3.969248e-02
1.774180e+01 -9.793845e+04 3.285601e-02
2.233560e+01 -1.018481e+05 2.715393e-02
2.811886e+01 -1.057187e+05 2.240852e-02
3.539954e+01 -1.095218e+05 1.846713e-02
4.456539e+01 -1.132110e+05 1.519944e-02
5.610450e+01 -1.167143e+05 1.249496e-02
7.063138e+01 -1.199234e+05 1.026017e-02
8.891963e+01 -1.226727e+05 8.416239e-03
1.119432e+02 -1.247081e+05 6.896864e-03
1.409281e+02 -1.256970e+05 5.646508e-03
1.774180e+02 -1.252465e+05 4.618821e-03
2.233560e+02 -1.230040e+05 3.775011e-03
2.811886e+02 -1.189187e+05 3.082947e-03
3.539954e+02 -1.135714e+05 2.515919e-03
4.456539e+02 -1.083273e+05 2.051783e-03
5.610450e+02 -1.048027e+05 1.672191e-03
7.063138e+02 -1.032788e+05 1.362051e-03
8.891963e+02 -1.016344e+05 1.108905e-03
1.119432e+03 -9.966157e+04 9.025154e-04
1.409281e+03 -1.006933e+05 7.345305e-04
1.774180e+03 -1.004598e+05 5.981239e-04
2.233560e+03 -1.023414e+05 4.877912e-04
2.811886e+03 -1.035997e+05 3.989788e-04
3.539954e+03 -1.053035e+05 3.276847e-04
