1.0	0.40e-9
2.0	0.45e-9
5.0	0.430e-9
10.0	0.369e-9
20.0	0.317e-9
50.0	0.3047e-9
100.0	0.3379e-9
200.0	0.4043e-9
500.0	0.5471e-9
1000.0	0.7051e-9
2000.0	0.9167e-9
3000.0	1.070e-9
5000.0	1.301e-9
7000.0	1.480e-9
10000.0	1.695e-9
15000.0	1.975e-9
20000.0	2.201e-9
T(K)		kappa_pH (cm^3/s)
