fHI	fHeI	fHeII	z	T(K)
0.9999	0.9999	0.001	10	100
Photon Energy	f_ion	f_heat	f_exc	n_Lya	n_{ion,HI}	n_{ion,HeI}	n_{ion,HeII}	Shull heating
2878.46	0.391002	0.118461	0.490573	108.346	73.5697	5.08506	0.00110012	0.113564
3166.3	0.390637	0.118213	0.491185	119.371	80.786	5.62641	0.00030011	0.113444
3482.93	0.390636	0.118286	0.491113	131.361	88.8022	6.22166	0.00110003	0.113332
3831.22	0.390384	0.118154	0.491497	144.65	97.6408	6.82812	0.00100011	0.113227
4214.35	0.389974	0.117892	0.492169	159.441	107.126	7.59408	0.0015001	0.113129
4635.78	0.389767	0.117703	0.492565	175.636	117.678	8.40356	0.00150015	0.113037
5099.36	0.38965	0.117586	0.492799	193.29	129.37	9.26284	0.00110015	0.112952
5609.3	0.388855	0.117159	0.494021	213.126	141.972	10.192	0.00160011	0.112871
6170.23	0.38891	0.117041	0.494084	234.535	156.075	11.2774	0.00160016	0.112796
6787.25	0.388794	0.117167	0.494074	258.209	171.433	12.5101	0.00220016	0.112726
7465.97	0.3882	0.116707	0.495128	284.601	188.282	13.7433	0.00250022	0.11266
8212.57	0.388193	0.116654	0.495188	313.192	206.865	15.2521	0.00230025	0.112599
9033.83	0.387618	0.116527	0.49589	345.01	227.195	16.7628	0.00270023	0.112541
9937.21	0.387748	0.116366	0.495922	379.47	249.719	18.6004	0.00270027	0.112487
